used_in_paper,source_file,author,year,title,doi,journal,pdf_downloaded,pdf_file,reference
no,openalex_search_2021_2026.csv,,2023,The effectiveness of Collaborative Online International Learning (COIL) on intercultural competence development in higher education,10.1186/s41239-022-00373-3,International Journal of Educational Technology in Higher Education,,,
no,openalex_targeted_2021_2026.csv,,2023,The effects of TPACK and facility condition on preservice teachers’ acceptance of virtual reality in science education course,10.30935/cedtech/12918,Contemporary Educational Technology,,,
no,openalex_targeted_2021_2026.csv,,2023,"The EnTPACK rubric: development, validation, and reliability of an instrument for measuring pre-service science teachers’ enacted TPACK",10.3389/feduc.2023.1190152,Frontiers in Education,,,
no,openalex_targeted_2021_2026.csv,,2023,The Impact of Laboratory Practical Activities on Students' Academic Performance at Queen of Peace Senior High School in The Nadowli-Kaleo District of The Upper West Region of Ghana,10.18535/ijsrm/v11i03.el2,International Journal of Scientific Research and Management (IJSRM),,,
no,openalex_targeted_2021_2026.csv,,2023,The Impact of Project-Based and Experiential Learning Integration on Pre-Service Teacher Achievement in Evaluation and Assessment,10.26803/ijlter.22.7.19,International Journal of Learning Teaching and Educational Research,,,
no,openalex_search_2021_2026.csv,,2023,"The role of ChatGPT in higher education: Benefits, challenges, and future research directions",10.37074/jalt.2023.6.1.29,Journal of Applied Learning & Teaching,,,
no,openalex_search_2021_2026.csv,,2023,The Role of Principals on Teacher Performance Improvement in a Suburban School,10.37680/qalamuna.v15i1.2409,QALAMUNA Jurnal Pendidikan Sosial dan Agama,,,
no,openalex_search_2021_2026.csv,,2023,Transformational leadership for technology integration in schools: Empowering teachers to use technology in a more demanding way,10.1016/j.compedu.2023.104880,Computers & Education,,,
no,openalex_search_2021_2026.csv,,2023,Unlocking the Potential: A Comprehensive Evaluation of Augmented Reality and Virtual Reality in Education,10.3390/electronics12183953,Electronics,,,
no,openalex_targeted_2021_2026.csv,,2023,Using Project Based Learning to Teach Applied Behavior Analysis Knowledge and Skills to Pre-Service Teachers,10.59719/txep.v7i2.4,Texas Educator Preparation,,,
no,openalex_targeted_2021_2026.csv,,2023,Video Production Design by Using Project-Based Learning of Pre-Service Teachers,10.1109/istem-ed59413.2023.10305766,,,,
no,openalex_targeted_2021_2026.csv,,2023,Views of Pre-Service Science Teachers on Sustainable Development Awareness,10.17244/eku.1172318,Eğitimde Kuram ve Uygulama,,,
no,openalex_targeted_2021_2026.csv,,2023,What counts as nature in designing environmental links to health education curriculum in initial teacher education?,10.1080/13573322.2023.2174966,Sport Education and Society,,,
no,openalex_targeted_2021_2026.csv,,2023,Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,10.1145/3544548.3581388,,,,
no,openalex_search_2021_2026.csv,,2022,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges",10.1109/access.2021.3140175,IEEE Access,,,
no,openalex_targeted_2021_2026.csv,,2022,A phenomenographic approach on teacher conceptions of teaching Artificial Intelligence (AI) in K-12 schools,10.1007/s10639-022-11161-x,Education and Information Technologies,,,
no,openalex_targeted_2021_2026.csv,,2022,A rating scale development study for the evaluation of lesson plans and teaching practices on argumentation-based inquiry,10.21449/ijate.948489,International Journal of Assessment Tools in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,A rationale for integrating writing into secondary content area classrooms: Perspectives from teachers who experience the benefits of integrating writing frequently,10.17239/jowr-2022.13.03.01,Journal of Writing Research,,,
no,openalex_targeted_2021_2026.csv,,2022,A rationale for integrating writing into secondary content area classrooms: Perspectives from teachers who experience the benefits of integrating writing frequently,10.17239/jowr-2022.13.01.01,Journal of Writing Research,,,
no,openalex_targeted_2021_2026.csv,,2022,A Study of Determination of Benchmarks during the New Formation of Integrated STEM Leader Preparation Program,10.20897/ejsteme/12634,European Journal of STEM Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Academic and Administrative Role of Artificial Intelligence in Education,10.3390/su14031101,Sustainability,,,
no,openalex_targeted_2021_2026.csv,,2022,An approach to epistemic emotions in physics’ teaching-learning. The case of pre-service teachers,10.1016/j.heliyon.2022.e11444,Heliyon,,,
no,openalex_targeted_2021_2026.csv,,2022,AN EXAMINATION OF PRE-SERVICE TEACHERS’ EXPERIENCES IN CREATING A SCIENTIFIC DIGITAL STORY IN THE CONTEXT OF THEIR SELF CONFIDENCE IN TECHNOLOGICAL PEDAGOGICAL CONTENT KNOWLEDGE,10.33225/jbse/22.21.207,Journal of Baltic Science Education,,,
no,openalex_targeted_2021_2026.csv,,2022,An examination of the effect of technology-based STEM education training in the framework of technology acceptance model,10.1007/s10639-022-11539-x,Education and Information Technologies,,,
no,openalex_relevant_shortlist_2021_2026.csv,,2022,An Exploration of a Reflective Evaluation Tool for the Teaching Competency of Pre-Service Physical Education Teachers in Korea,10.3390/su14138195,Sustainability,,,
no,openalex_search_2021_2026.csv,,2022,An overview of and recommendations for more accessible digital mental health services,10.1038/s44159-021-00003-1,Nature Reviews Psychology,,,
no,openalex_targeted_2021_2026.csv,,2022,Analysis of Pre-Service Science Teachers’ Biodiversity Images according to Sustainable Environmental Awareness,10.47743/pesd2022161005,Present Environment and Sustainable Development,,,
no,openalex_targeted_2021_2026.csv,,2022,Analysis of Technological Pedagogical Content Knowledge (TPACK) Ability Based on Science Literacy for Pre-Service Primary School Teachers in Learning Science Concepts,10.15294/jpii.v11i3.37305,Jurnal Pendidikan IPA Indonesia,,,
no,openalex_search_2021_2026.csv,,2022,Artificial intelligence as an enabler for entrepreneurs: a systematic literature review and an agenda for future research,10.1108/ijebr-05-2021-0426,International Journal of Entrepreneurial Behaviour & Research,,,
no,openalex_search_2021_2026.csv,,2022,Artificial Intelligence for Assessment and Feedback to Enhance Student Success in Higher Education,10.1155/2022/5215722,Mathematical Problems in Engineering,,,
no,openalex_targeted_2021_2026.csv,,2022,Bebras-inspired Computational Thinking Primary School Resources Co-created by Computer Science Academics and Teachers,10.1145/3502718.3524804,,,,
no,openalex_search_2021_2026.csv,,2022,Citizen participation in the governance of nature‐based solutions,10.1002/eet.1987,Environmental Policy and Governance,,,
no,openalex_targeted_2021_2026.csv,,2022,Collaborative learning experiences and development of capabilities among first-year pre-service teachers learning Cell Biology concepts,10.1016/j.ssaho.2022.100254,Social Sciences & Humanities Open,,,
no,openalex_targeted_2021_2026.csv,,2022,Design thinking customized to support STEM teachers: Co-developing and implementing STEM activities for fifth graders in Turkey,10.1007/s10798-022-09790-x,International Journal of Technology and Design Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Designing A Science Lesson: Developing Pre-service Teachers' Lesson Planning Skills Based on Real-life Context-based Approach,10.35207/later.1195137,Language Teaching and Educational Research,,,
no,openalex_targeted_2021_2026.csv,,2022,Developing 21<sup>st</sup> century teaching skills: A case study of teaching and learning through project-based curriculum,10.1080/2331186x.2021.2024936,Cogent Education,,,
no,openalex_targeted_2021_2026.csv,,2022,"Developing ESD-specific professional action competence for teachers: knowledge, skills, and attitudes in implementing ESD at the school level",10.1080/13504622.2022.2064973,Environmental Education Research,,,
no,openalex_targeted_2021_2026.csv,,2022,Early Childhood Teachers’ Perceptions of Environmental Sustainability: A Phenomenographic Investigation,10.14221/ajte.2022v47n5.4,The Australian journal of teacher education,,,
no,openalex_targeted_2021_2026.csv,,2022,Education for sustainable development amidst COVID-19 pandemic: role of sustainability pedagogies in developing students’ sustainability consciousness,10.1108/ijshe-04-2021-0154,International Journal of Sustainability in Higher Education,,,
no,found_papers_2021_2026.csv,Erlina N.; Suardana I. N.; Wicaksono I.; Pandiangan P.; Budiastra A. A. K.,2022,Education for sustainable development-based lesson plan validity test for mastery of pre-service science teacher learning outcomes,10.17478/jegys.1055967,Journal for the Education of Gifted Young Scientists,yes,erlina_2022_jegys_1055967.pdf,
no,openalex_targeted_2021_2026.csv,,2022,Effect of Project-Based Learning on Pre-Service Chemistry Teachers’ Self-Efficacy and Critical Thinking Skills,10.29303/jppipa.v8i5.1834,Jurnal Penelitian Pendidikan IPA,,,
no,openalex_search_2021_2026.csv,,2022,Effects of digital game-based STEM education on students’ learning achievement: a meta-analysis,10.1186/s40594-022-00344-0,International Journal of STEM Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Emerging imbalance in the development of TPACK - A challenge for teacher training,10.1007/s10639-022-11426-5,Education and Information Technologies,,,
no,openalex_search_2021_2026.csv,,2022,Engagement in Online Learning: Student Attitudes and Behavior During COVID-19,10.3389/feduc.2022.851019,Frontiers in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Enhancing EFL pre-service teachers’ affordance noticing and utilizing with the Synthesis of Qualitative Evidence strategies: An exploratory study of a customizable virtual environment platform,10.1016/j.compedu.2022.104620,Computers & Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Enhancing Pre-Service Teachers’ Understanding of Science Teaching through STEM Activities Integrated Inquiry Learning with Thai Context,10.5296/jei.v8i2.20030,Journal of Educational Issues,,,
no,openalex_targeted_2021_2026.csv,,2022,Examining teachers’ behavioural intention for online teaching after COVID-19 pandemic: A large-scale survey,10.1007/s10639-022-11417-6,Education and Information Technologies,,,
no,openalex_targeted_2021_2026.csv,,2022,Exploring Factors that Serve as Predictors for Mathematics and Sciences Pre-Service Teachers to Use ICT in Teaching,10.46303/repam.2022.10,Research in Educational Policy and Management,,,
no,openalex_targeted_2021_2026.csv,,2022,"Exploring pre-service teachers’ self-efficacy, content knowledge, and pedagogical knowledge concerning education for sustainable development",10.1080/13504622.2022.2128055,Environmental Education Research,,,
no,openalex_search_2021_2026.csv,,2022,EXPLORING TEACHERS’ ATTITUDES TOWARDS USING CHATGPT,10.46568/gjmas.v3i4.163,Global Journal for Management and Administrative Sciences,,,
no,openalex_targeted_2021_2026.csv,,2022,Exploring the factors affecting pre-service science teachers’ actual use of technology during teaching practice,10.15700/saje.v42n1a1955,South African Journal of Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Flipped Learning Model - Learning Style Interaction: Supporting Pre-service Teachers on Science Teaching Methods and Personal Epistemologies,10.33828/sei.v33.i3.8,Science education international,,,
no,openalex_targeted_2021_2026.csv,,2022,FOSTERING PRE-SERVICE SCIENCE TEACHERS’ ENACTED TPACK. PRESENTATION OF A COMPREHENSIVE INTERVENTION IN TERMS OF A SPECIFIC MEDIA USE,10.21125/edulearn.2022.1276,EDULEARN proceedings,,,
no,openalex_search_2021_2026.csv,,2022,Healthcare in Metaverse: A Survey on Current Metaverse Applications in Healthcare,10.1109/access.2022.3219845,IEEE Access,,,
no,openalex_targeted_2021_2026.csv,,2022,How to make the engage really engaging: A framework for an instructional approach for the pre-service teachers,10.30935/ejsee/12706,Eurasian Journal of Science and Environmental Education,,,
no,openalex_search_2021_2026.csv,,2022,Human–AI Interactions in Public Sector Decision Making: “Automation Bias” and “Selective Adherence” to Algorithmic Advice,10.1093/jopart/muac007,Journal of Public Administration Research and Theory,,,
no,openalex_search_2021_2026.csv,,2022,"Impact of digital technologies upon teaching and learning in higher education in Latin America: an outlook on the reach, barriers, and bottlenecks",10.1007/s10639-022-11214-1,Education and Information Technologies,,,
no,openalex_targeted_2021_2026.csv,,2022,Improving Critical Thinking Skills (CTS) of Students Through Wave Energy Learning Project (WELP) on Environmental Physics Lecture,10.1088/1742-6596/2392/1/012038,Journal of Physics Conference Series,,,
no,openalex_targeted_2021_2026.csv,,2022,Improving pre-service chemistry teachers’ critical thinking and problem-solving skills using project-based learning,10.18844/wjet.v14i5.7268,World Journal on Educational Technology Current Issues,,,
no,openalex_targeted_2021_2026.csv,,2022,Integrating augmented reality in language learning: pre-service teachers’ digital competence and attitudes through the TPACK framework,10.1007/s10639-022-11123-3,Education and Information Technologies,,,
no,openalex_search_2021_2026.csv,,2022,Integrating Ethics and Career Futures with Technical Learning to Promote AI Literacy for Middle School Students: An Exploratory Study,10.1007/s40593-022-00293-3,International Journal of Artificial Intelligence in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Integrating Self-Generated Online Projects in an ELT Class at a Thai University during the COVID-19 Pandemic,10.21315/apjee2021.36.2.10,Asia Pacific Journal of Educators and Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Integrating Social Studies Education with Mathematics: Pre-service Teachers’ Use of the Pyramids of Giza to plan a STEM Lesson,10.20429/cimle.2022.260204,Current issues in middle level education,,,
no,openalex_search_2021_2026.csv,,2022,"Investigating the Effect of Perceived Security, Perceived Trust, and Information Quality on Mobile Payment Usage through Near-Field Communication (NFC) in Saudi Arabia",10.3390/electronics11233926,Electronics,,,
no,openalex_targeted_2021_2026.csv,,2022,INVESTIGATING THE ENACTED TPACK OF PRE-SERVICE SCIENCE TEACHERS: DEVELOPMENT OF A RUBRIC FOR TPACK FIELD ASSESSMENT,10.21125/inted.2022.1756,INTED proceedings,,,
no,openalex_targeted_2021_2026.csv,,2022,Investigation of Pre-Service Science Teachers’ Learning Experiences on Educational Robotics Applications,10.18009/jcer.1012635,Journal of Computer and Education Research,,,
no,openalex_targeted_2021_2026.csv,,2022,Is It Possible to Bring the Past into the Present for an Effective History of Mathematics Teaching: Newspaper Preparation Method,10.1007/s10763-022-10246-w,International Journal of Science and Mathematics Education,,,
no,openalex_search_2021_2026.csv,,2022,Is Metaverse in education a blessing or a curse: a combined content and bibliometric analysis,10.1186/s40561-022-00205-x,Smart Learning Environments,,,
no,openalex_targeted_2021_2026.csv,,2022,Kestävä kehitys kieltenopetuksessa: kieliaineiden opettajaopiskelijoiden käsityksiä kestävyysaiheista kielten oppitunneilla,10.30661/afinlavk.114529,AFinLAn vuosikirja,,,
no,openalex_search_2021_2026.csv,,2022,Learning design to support student-AI collaboration: perspectives of leading teachers for AI in education,10.1007/s10639-021-10831-6,Education and Information Technologies,,,
no,openalex_search_2021_2026.csv,,2022,Learning Through Play at School – A Framework for Policy and Practice,10.3389/feduc.2022.751801,Frontiers in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Learning through teaching: Teaching the nature of scientific inquiry in online outdoor learning environments,10.21449/ijate.1121814,International Journal of Assessment Tools in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Learning to teach for promoting student thinking in science classrooms,10.1016/j.tate.2022.103869,Teaching and Teacher Education,,,
no,openalex_relevant_shortlist_2021_2026.csv,,2022,Listening for Integrated STEM Discourse: Power and Positioning in a Teacher Professional Development Dataset Activity,10.3390/educsci12020084,Education Sciences,,,
no,openalex_relevant_shortlist_2021_2026.csv,,2022,Mapping the Relationships between Self-Directed Learning and Design Thinking in Pre-Service Science and Technology Teachers,10.3390/su14148626,Sustainability,,,
no,openalex_search_2021_2026.csv,,2022,Measuring Institutions’ Adoption of Artificial Intelligence Applications in Online Learning Environments: Integrating the Innovation Diffusion Theory with Technology Adoption Rate,10.3390/electronics11203291,Electronics,,,
no,openalex_search_2021_2026.csv,,2022,Modeling English teachers’ behavioral intention to use artificial intelligence in middle schools,10.1007/s10639-022-11286-z,Education and Information Technologies,,,
no,openalex_targeted_2021_2026.csv,,2022,Music in early childhood teacher education: raising awareness of a worrisome reality and proposing strategies to move forward,10.1080/10632913.2022.2043969,Arts Education Policy Review,,,
no,openalex_search_2021_2026.csv,,2022,"Natural language processing: state of the art, current trends and challenges",10.1007/s11042-022-13428-4,Multimedia Tools and Applications,,,
no,openalex_targeted_2021_2026.csv,,2022,Online teaching during the COVID-19 pandemic: exploring science/STEM teachers’ curriculum and assessment practices in Canada,10.1186/s43031-022-00048-z,Disciplinary and Interdisciplinary Science Education Research,,,
no,openalex_targeted_2021_2026.csv,,2022,"Operation and sustainability of Water, Sanitation and Hygiene (WASH) in schools: Evidence from a vulnerable and deprived area in Ghana",10.1080/27707571.2022.2140478,Cogent Public Health,,,
no,openalex_targeted_2021_2026.csv,,2022,Overcoming the theory-practice divide in teacher education with the ‘Partner School Programme’. A conceptual mapping,10.1080/02619768.2022.2058928,European Journal of Teacher Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Pathways to inclusive and equitable quality early childhood education for achieving SDG4 goal—a scoping review,10.3389/fpsyg.2022.955833,Frontiers in Psychology,,,
no,openalex_targeted_2021_2026.csv,,2022,Pedagogical and Epistemological Challenges of Pre-Service Science Teachers Teaching Socioscientific Issues,10.1163/23641177-bja10050,Asia-Pacific Science Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Pelatihan Pembelajaran Dan Penilaian Higher Order Thinking Skills (HOTS) dan Literasi Sains Bagi Guru IPA SMP,10.46843/jmp.v1i2.275,Jurnal Pemberdayaan Masyarakat,,,
no,openalex_targeted_2021_2026.csv,,2022,Pendidikan Pencegahan Dan Pengurangan Risiko Bencana (PRB) Sebagai Strategi Ketahanan Sekolah Dasar Dalam Penanggulangan Bencana,10.22146/jkn.74412,Jurnal Ketahanan Nasional,,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-school Teachers' Views on Sustainable Development Practices and Practice Example,10.30703/cije.1027686,Cumhuriyet International Journal of Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-service EFL teachers’ perception on educational video production technology: A needs analysis,10.11591/ijere.v11i3.21149,International Journal of Evaluation and Research in Education (IJERE),,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-Service Teachers Experience in Project-Based Learning Approach: A Case Study of Two Campuses of the University of A (UNA),10.4236/jss.2022.104009,Open Journal of Social Sciences,,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-Service Teachers' Experiences in Science Teaching Input to Curriculum Enhancement,10.37134/ajatel.vol12.1.4.2022,Asian Journal of ASSESSMENT in Teaching and Learning,,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-Service Teachers' Perspectives towards the Use of GammaTutor in Teaching Physical Sciences in South African Secondary Schools,10.26803/ijlter.21.6.18,International Journal of Learning Teaching and Educational Research,,,
no,openalex_targeted_2021_2026.csv,,2022,Pre-service teachers’ approaches to designing technology-based activities in anchored instruction framework,10.31681/jetol.973076,Journal of Educational Technology and Online Learning,,,
no,openalex_search_2021_2026.csv,,2022,Prediction of User’s Intention to Use Metaverse System in Medical Education: A Hybrid SEM-ML Learning Approach,10.1109/access.2022.3169285,IEEE Access,,,
no,openalex_search_2021_2026.csv,,2022,Preparing High School Teachers to Integrate AI Methods into STEM Classrooms,10.1609/aaai.v36i11.21557,Proceedings of the AAAI Conference on Artificial Intelligence,,,
no,openalex_targeted_2021_2026.csv,,2022,Preparing Linguistically and Culturally Conscious Pre-service Teachers with a Community-based Service-learning Project,10.18251/ijme.v24i2.2733,International Journal of Multicultural Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Project-based Learning: The Promotion of Communicative Competence and Self-confidence at a State High School in Colombia,10.19183/how.29.2.560,HOW,,,
no,openalex_targeted_2021_2026.csv,,2022,Representation of Science and Engineering Practices and Design Skills in Engineering Design-Integrated Science Units Developed by Pre-service Teachers,10.1007/s10763-022-10266-6,International Journal of Science and Mathematics Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Seeding ePortfolio into Initial Teacher Education Curriculum in Australia: To Kill Multiple Birds with One Stone,10.52296/vje.2022.183,Vietnam Journal of Education (online)/Vietnam Journal of Education/Giáo dục,,,
no,openalex_relevant_shortlist_2021_2026.csv,,2022,Self-Efficacy Beliefs of Teaching ESD: A Theory-Driven Instrument and the Effectiveness of ESD in German Teacher Education,10.3390/su14116477,Sustainability,,,
no,openalex_search_2021_2026.csv,,2022,Social Cognitive Theory to Assess the Intention to Participate in the Facebook Metaverse by Citizens in Peru during the COVID-19 Pandemic,10.3390/joitmc8030142,Journal of Open Innovation Technology Market and Complexity,,,
no,openalex_targeted_2021_2026.csv,,2022,"Social interactions in the metaverse: Framework, initial evidence, and research roadmap",10.1007/s11747-022-00908-0,Journal of the Academy of Marketing Science,,,
no,openalex_targeted_2021_2026.csv,,2022,Soul searching in science teaching: an exploration of critical teaching events through the lens of intersectionality,10.1007/s11422-022-10131-6,Cultural Studies of Science Education,,,
no,openalex_targeted_2021_2026.csv,,2022,STEAMTEACH Austria: Towards a STEAM Professional Development Program,10.46328/ijres.2747,International Journal of Research in Education and Science,,,
no,openalex_targeted_2021_2026.csv,,2022,Study of Project-Based Learning to Improve the Instructional Design Process of Pre-service Early Childhood Teachers,10.18178/ijiet.2022.12.12.1762,International Journal of Information and Education Technology,,,
no,openalex_targeted_2021_2026.csv,,2022,Supporting pre-service teachers’ integration of engineering into STEM lessons throughout engineering-infused training,10.1080/02635143.2022.2121691,Research in Science & Technological Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Supporting Teachers’ Engagement in Pedagogies of Social Justice (STEPS): A Collaborative Project Between Five Universities in Turkey and the USA,10.14744/felt.2022.4.1.2,Focus on ELT Journal,,,
no,openalex_targeted_2021_2026.csv,,2022,Sustainable Development Goals and Future-Oriented Teacher Education Programs,10.1109/tem.2022.3165686,IEEE Transactions on Engineering Management,,,
no,openalex_targeted_2021_2026.csv,,2022,Teacher Professional Development in Hong Kong: Describing the Current Infrastructure,10.36771/ijre.46.2.22-pp202-260,The International Journal for Research in Education,,,
no,openalex_search_2021_2026.csv,,2022,Teacher stress and burnout in Australia: examining the role of intrapersonal and environmental factors,10.1007/s11218-022-09686-7,Social Psychology of Education,,,
no,openalex_search_2021_2026.csv,,2022,Teachers’ digital competencies in higher education: a systematic literature review,10.1186/s41239-021-00312-8,International Journal of Educational Technology in Higher Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Teachers’ Perceptions of and Concerns About Integrating Computational Thinking into Science Teaching After a Professional Development Activity,10.1080/18117295.2022.2133739,African Journal of Research in Mathematics Science and Technology Education,,,
no,openalex_search_2021_2026.csv,,2022,Teachers’ perceptions of using virtual reality technology in classrooms: A large-scale survey,10.1007/s10639-022-11061-0,Education and Information Technologies,,,
no,openalex_targeted_2021_2026.csv,,2022,Teachers’ role in digitalizing education: an umbrella review,10.1007/s11423-022-10166-0,Educational Technology Research and Development,,,
no,openalex_search_2021_2026.csv,,2022,Teacher’s Perceptions of Using an Artificial Intelligence-Based Educational Tool for Scientific Writing,10.3389/feduc.2022.755914,Frontiers in Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Teaching ecosystem services: a pathway to improve students’ argumentation in favour of nature conservation and sustainable development?,10.1080/00219266.2021.2017322,Journal of Biological Education,,,
no,openalex_targeted_2021_2026.csv,,2022,Technological Pedagogical and Content Knowledge (TPACK) of the Pre-service Science Teachers in Caraga Region,10.47772/ijriss.2022.61241,International Journal of Research and Innovation in Social Science,,,
no,openalex_targeted_2021_2026.csv,,2022,Tendencies towards Computational Thinking: A Content Analysis Study,10.17275/per.22.115.9.5,Participatory Educational Research,,,
no,openalex_targeted_2021_2026.csv,,2022,The Analysis of Natural Science Lesson-Plans Integrating the Principles of Transformative Pedagogy,10.26803/ijlter.21.10.13,International Journal of Learning Teaching and Educational Research,,,
no,openalex_targeted_2021_2026.csv,,2022,The Effect of Blended Project-based Learning Integrated with 21st-Century Skills on Pre-Service Biology Teachers' Higher-order Thinking Skills,10.15294/jpii.v11i1.27148,Jurnal Pendidikan IPA Indonesia,,,
no,openalex_targeted_2021_2026.csv,,2022,The effect of collaborative problem solving &amp; collaborative project-based learning models to improve the project competences of pre-service teachers,10.47750/pegegog.12.03.15,,,,
no,openalex_targeted_2021_2026.csv,,2022,"The Effect of Project-based Learning Model and Online Learning Setting to Analytical Skills of Discovery Learning, Interactive Demonstrations, and Inquiry Lessons on the Pre-Service Elementary Teachers",10.36681/tused.2022.140,Journal of Turkish Science Education,,,
no,openalex_targeted_2021_2026.csv,,2022,The effect of project-based learning on technological pedagogical content knowledge among elementary school pre-service teacher,10.47750/pegegog.12.02.15,,,,
no,openalex_targeted_2021_2026.csv,,2022,The Effectiveness of Online Learning on Students’ TPACK based Teaching Instrument,10.55215/pedagonal.v6i1.4526,Pedagonal Jurnal Ilmiah Pendidikan,,,
no,openalex_targeted_2021_2026.csv,,2022,The Impact of Integrating Tribal Culture and Science Education Through Information and Communication Technology,10.1007/s11191-022-00391-7,Science & Education,,,
no,openalex_targeted_2021_2026.csv,,2022,The impact of reflective practices on pre-service science teachers classroom teaching practices,10.33902/jpr.2022175781,Journal of Pedagogical Research,,,
no,openalex_targeted_2021_2026.csv,,2022,The importance of starting well: the influence of early career support on job satisfaction and career intentions in teaching,10.1080/0309877x.2021.1985981,Journal of Further and Higher Education,,,
no,openalex_targeted_2021_2026.csv,,2022,The information won't just sink in: Helping teachers provide technology‐assisted data literacy instruction in social studies,10.1111/bjet.13255,British Journal of Educational Technology,,,
no,openalex_targeted_2021_2026.csv,,2022,The Pre-Service Teachers’ Intentions to Implement STEM Activities,10.34293/education.v10is1-aug.4956,Shanlax International Journal of Education,,,
no,openalex_targeted_2021_2026.csv,,2022,The use of English to offer learner support and enhance perceptual skills development in South African township schools,10.4102/td.v18i1.1209,The Journal for Transdisciplinary Research in Southern Africa,,,
no,openalex_search_2021_2026.csv,,2022,"Tobacco Product Use and Associated Factors Among Middle and High School Students — National Youth Tobacco Survey, United States, 2021",10.15585/mmwr.ss7105a1,MMWR Surveillance Summaries,,,
no,openalex_targeted_2021_2026.csv,,2022,Towards powerful knowledge: an Australian case study of prospective teachers’ knowledge and dispositions for sustainability education,10.1080/10382046.2022.2146836,International Research in Geographical and Environmental Education,,,
no,openalex_search_2021_2026.csv,,2022,"Transitioning to Online Teaching During the COVID-19 Pandemic: an Exploration of STEM Teachers’ Views, Successes, and Challenges",10.1007/s10956-022-09958-z,Journal of Science Education and Technology,,,
no,openalex_relevant_shortlist_2021_2026.csv,,2022,Using the Plan–Teach–Reflect Cycle of the Refined Consensus Model of PCK to Improve Pre-Service Biology Teachers’ Personal PCK as Well as Their Motivational Orientations,10.3390/educsci12100654,Education Sciences,,,
no,outline_references_doi.csv,,2021,,10.1007/978-3-030-80519-7,,,,
no,openalex_targeted_2021_2026.csv,,2021,A case study exploring primary teachers’ experiences of a STEM education school-university partnership,10.1080/13540602.2021.1920906,Teachers and Teaching,,,
no,openalex_targeted_2021_2026.csv,,2021,A contextual semi assisted project-based learning (SA-PjBL) about ocean wave energy: Creative thinking of pre-service physics teachers,10.21067/mpej.v5i2.5172,Momentum Physics Education Journal,,,
no,openalex_targeted_2021_2026.csv,,2021,A Contextual Semi-Assisted Project-Based Learning on Ocean Wave Energy: Pre-service Physics Teachers’ Perceptions,10.26618/jpf.v9i1.4386,Jurnal Pendidikan Fisika,,,
no,openalex_search_2021_2026.csv,,2021,A Differentiated Discussion About AI Education K-12,10.1007/s13218-021-00724-8,KI - Künstliche Intelligenz,,,
no,openalex_search_2021_2026.csv,,2021,A framework for the implementation of the Sustainable Development Goals in university programmes,10.1016/j.jclepro.2021.126915,Journal of Cleaner Production,,,
no,openalex_search_2021_2026.csv,,2021,A panoramic view and swot analysis of artificial intelligence for achieving the sustainable development goals by 2030: progress and prospects,10.1007/s10489-021-02264-y,Applied Intelligence,,,
no,openalex_search_2021_2026.csv,,2021,A survey on data‐efficient algorithms in big data era,10.1186/s40537-021-00419-9,Journal Of Big Data,,,
no,openalex_search_2021_2026.csv,,2021,"A Survey on Mobile Augmented Reality With 5G Mobile Edge Computing: Architectures, Applications, and Technical Aspects",10.1109/comst.2021.3061981,IEEE Communications Surveys & Tutorials,,,
no,openalex_targeted_2021_2026.csv,,2021,A TPACK-in Practice Model for Enhancing EFL Students’ Readiness to Teach with Ed-Tech Apps,10.3991/ijim.v15i17.23465,International Journal of Interactive Mobile Technologies (iJIM),,,
no,openalex_relevant_shortlist_2021_2026.csv,,2021,Action research in a teacher education program: probing into pre-service elementary teachers’ understandings of scientific practices and teaching scientific practices,10.1080/02607476.2021.1985937,Journal of Education for Teaching International Research and Pedagogy,,,
no,openalex_search_2021_2026.csv,,2021,AI-generated characters for supporting personalized learning and well-being,10.1038/s42256-021-00417-9,Nature Machine Intelligence,,,
